"Stockid","Invoiceid","Description","Quantity","InvoiceDate","Price","CustomerID","Country","productid","customername","SpendingScore","AnnualIncomek","gender","age","customertype","productname","Category","SubCategory","Sales","name","rating","location","noofemployees"
536381,"22727","ALARMCLOCKBAKELIKERED",4,2147483647,375,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22192","BLUEDINERWALLCLOCK",2,2147483647,85,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22191","IVORYDINERWALLCLOCK",2,2147483647,85,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22195","LARGEHEARTMEASURINGSPOONS",24,2147483647,165,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22196","SMALLHEARTMEASURINGSPOONS",24,2147483647,85,12431,"Australia",1,"ROSE",88,5000,"Female",30,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22262","FELTEGGCOSYCHICKEN",1,1212010941,85,15311,"Australia",1,"MARIA",79,500,"Female",20,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22637","PIGGYBANKRETROSPOT",1,1212010941,255,15311,"Australia",1,"MARIA",79,500,"Female",20,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"21934","SKULLSHOULDERBAG",10,1212010941,165,15311,"Australia",1,"MARIA",79,500,"Female",20,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"21169","YOU'RECONFUSINGMEMETALSIGN",3,1212010941,169,15311,"Australia",1,"MARIA",79,500,"Female",20,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"21166","COOKWITHWINEMETALSIGN",1,1212010941,195,15311,"Australia",1,"MARIA",79,500,"Female",20,"citizen","BushSomersetCollectionBookcase","Furniture","Bookcases",26196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22139","RETROSPOTTEASETCERAMIC11PC",23,1212010941,425,15311,"Australia",2,"MARIA",79,500,"Female",20,"citizen","CiscoSPA501GIPPhone","Technology","Phones",6196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"84854","GIRLYPINKTOOLSET",5,1212010941,495,15311,"Australia",2,"MARIA",79,500,"Female",20,"citizen","CiscoSPA501GIPPhone","Technology","Phones",6196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"71270","PHOTOCLIPLINE",1,1212010941,125,15311,"Australia",2,"MARIA",79,500,"Female",20,"citizen","CiscoSPA501GIPPhone","Technology","Phones",6196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22961","JAMMAKINGSETPRINTED",24,1212010941,145,17809,"Australia",2,"JESSICA",35,1290,"Female",19,"citizen","CiscoSPA501GIPPhone","Technology","Phones",6196,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22411","JUMBOSHOPPERVINTAGEREDPAISLEY",10,1212010941,195,15311,"Australia",3,"MARIA",79,500,"Female",20,"citizen","Newell22","OfficeSupplies","Art",193,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"21672","WHITESPOTREDCERAMICDRAWERKNOB",6,1212010941,125,15311,"Australia",3,"MARIA",79,500,"Female",20,"citizen","Newell22","OfficeSupplies","Art",193,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22774","REDDRAWERKNOBACRYLICEDWARDIAN",24,1212010941,125,15311,"Australia",3,"MARIA",79,500,"Female",20,"citizen","Newell22","OfficeSupplies","Art",193,"FlemingtonDepartmentStore",3,"Australia",8000
536381,"22771","CLEARDRAWERKNOBACRYLICEDWARDIAN",24,1212010941,125,15311,"Australia",3,"MARIA",79,500,"Female",20,"citizen","Newell22","OfficeSupplies","Art",193,"FlemingtonDepartmentStore",3,"Australia",8000
